Date,SP500_Close,XLY_Close,XLP_Close,XLE_Close,XLF_Close,XLV_Close,XLI_Close,XLB_Close,XLK_Close,XLU_Close
6/10/2010,1086.84,32.28,26.69,53.99,11.75,28.92,29.07,30.33,21.55,29.2
6/11/2010,1091.6,32.25,26.47,54.32,11.78,29.16,29.17,30.67,21.74,29.22
6/14/2010,1089.63,32.34,26.62,54.04,11.73,29.21,29.14,30.37,21.7,29.39
6/15/2010,1115.23,33.11,26.89,55.62,12.01,29.71,30.02,31.12,22.27,29.96
6/16/2010,1114.61,32.88,26.71,55.58,12.02,29.82,29.94,31.08,22.33,30.15
6/17/2010,1116.04,32.68,26.95,55.52,12,29.86,30.03,30.91,22.41,30.37
6/18/2010,1117.51,32.47,26.66,55.61,12.04,29.55,30,30.95,22.33,30.08
6/21/2010,1113.2,32.21,26.59,55.49,12.03,29.5,30.05,31.14,22.17,29.87
6/22/2010,1095.31,31.49,26.3,53.87,11.84,29.21,29.32,30.37,21.98,29.13
6/23/2010,1092.04,31.47,26.47,53.46,11.78,29.09,29.21,30.43,21.94,28.87
6/24/2010,1073.69,30.72,26.15,52.34,11.57,28.88,28.7,29.66,21.5,28.71
6/25/2010,1076.76,30.81,25.88,52.49,11.88,29.01,28.92,30.1,21.48,28.84
6/28/2010,1074.57,30.58,26.1,51.78,11.77,28.96,28.72,29.76,21.52,29.03
6/29/2010,1041.24,29.49,25.68,50.07,11.35,28.43,27.61,28.66,20.72,28.44
6/30/2010,1030.71,29.13,25.5,49.68,11.21,28.2,27.43,28.37,20.4,28.26
7/1/2010,1027.37,29.37,25.55,49.5,11.11,27.96,27.35,28.21,20.32,28.13
7/2/2010,1022.58,29.04,25.45,49.38,10.98,28.03,27.01,28.05,20.29,28.16
7/6/2010,1028.06,29.04,25.6,49.86,11.04,28.17,27.06,28.08,20.49,28.49
7/7/2010,1060.27,29.86,26.09,51.62,11.53,28.72,28,29.2,21.15,29.37
7/8/2010,1070.25,30.12,26.48,52.35,11.62,28.96,28.36,29.68,21.28,29.6
7/9/2010,1077.96,30.41,26.48,52.62,11.78,29.03,28.64,30.39,21.39,29.8
7/12/2010,1078.75,30.45,26.57,52.48,11.8,28.98,28.49,29.99,21.49,29.9
7/13/2010,1095.34,31.21,26.81,53.11,12.09,29.2,28.99,30.8,21.8,30
7/14/2010,1095.17,31.01,26.82,53.05,12,29.2,29.05,30.7,21.93,30.01
7/15/2010,1096.48,31.11,26.9,52.99,11.98,29.29,29.04,30.67,22,30.21
7/16/2010,1064.88,30.02,26.52,51.73,11.47,28.68,28.07,29.83,21.37,29.69
7/19/2010,1071.25,30.31,26.57,52.06,11.47,28.81,28.23,29.86,21.58,30.15
7/20/2010,1083.48,30.74,26.89,53.25,11.59,28.73,28.67,30.76,21.72,30.42
7/21/2010,1069.59,30.19,26.6,52.38,11.4,28.26,28.6,30.66,21.46,29.95
7/22/2010,1093.67,31.1,26.9,53.54,11.73,28.44,29.48,31.32,22.04,30.43
7/23/2010,1102.66,31.55,27.15,53.78,11.82,28.43,30.07,32.01,22.19,30.48
7/26/2010,1115.01,32.02,27.29,54.25,11.99,28.84,30.56,32.2,22.32,30.7
7/27/2010,1113.84,31.61,27.39,53.99,12.02,28.87,30.35,31.94,22.39,31.15
7/28/2010,1106.13,31.39,27.24,53.87,11.91,28.48,30.27,31.84,22.21,31
7/29/2010,1101.53,31.23,26.91,53.95,11.95,28.46,30.17,31.81,22.01,30.52
7/30/2010,1101.6,31.44,26.98,53.84,11.95,28.57,30.29,32.01,21.92,30.37
8/2/2010,1125.86,32.11,27.29,55.72,12.25,29.11,30.89,32.87,22.38,31
8/3/2010,1120.46,31.62,27.05,55.7,12.11,29.35,30.73,32.27,22.26,30.85
8/4/2010,1127.24,32.15,27.15,56.13,12.16,29.64,31,32.57,22.44,30.98
8/5/2010,1125.81,32.25,27.03,56.31,12.11,29.65,31.02,32.64,22.34,30.93
8/6/2010,1121.64,32.03,27.09,55.64,12,29.71,30.85,32.49,22.28,30.99
8/9/2010,1127.79,32.34,27.23,55.87,12.07,29.79,31.01,32.69,22.43,31.1
8/10/2010,1121.06,32.06,27.29,55.41,11.96,29.86,30.8,32.34,22.2,31.28
